sft_ct_nm,fac_gbn,instl_ymd,fac_type,plc_gbn,lon,lat
현장대응단,소화전,19960729,지상식,소방차진입불가,126.8829437,37.51874728
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.9009156,37.5159435
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.9093525,37.51342125
현장대응단,소화전,19960729,지하식(일반),상가지역,126.9090506,37.51259065
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.9079354,37.51363837
현장대응단,소화전,19960729,지하식(일반),주거지역,126.9068027,37.51313238
현장대응단,소화전,19960729,지하식(일반),소방차진입곤란,126.8894809,37.51671668
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.9078796,37.51432066
현장대응단,소화전,19960729,지상식,주거지역,126.9085671,37.51007062
현장대응단,소화전,19960729,지하식(일반),기타,126.9036601,37.52449421
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.8878478,37.52042791
현장대응단,소화전,19960729,지상식,소방차진입불가,126.8867836,37.52058349
현장대응단,소화전,19960729,지상식,소방차진입불가,126.8855529,37.52092198
현장대응단,소화전,19960729,지하식(일반),주거지역,126.8848656,37.51840229
현장대응단,소화전,19960729,지하식(일반),주거지역,126.9079241,37.51329634
현장대응단,소화전,19960729,지하식(일반),주거지역,126.8862985,37.51714614
현장대응단,소화전,19960729,지상식,주거지역,126.8862985,37.51714614
현장대응단,소화전,19960729,지상식,주거지역,126.8862985,37.51714614
현장대응단,소화전,19960729,지상식,주거지역,126.8862985,37.51714614
현장대응단,소화전,19960729,지하식(일반),상가지역,126.8861402,37.51657016
현장대응단,소화전,19960729,지하식(일반),상가지역,126.9084448,37.51353182
현장대응단,소화전,19960729,지하식(일반),시장지역,126.9072246,37.51440079
현장대응단,소화전,19960729,지하식(일반),상가지역,126.9085198,37.51254861
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.896108,37.51026728
현장대응단,소화전,19960729,지하식(일반),상가지역,126.8975386,37.50925445
현장대응단,소화전,19960729,지상식,소방차진입불가,126.8890496,37.51965256
현장대응단,소화전,19960729,지상식,소방차진입불가,126.9091879,37.51540973
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.9080544,37.51484257
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.906181,37.51167524
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.9052066,37.51371595
현장대응단,소화전,19960729,지하식(일반),상가지역,126.8961674,37.50845406
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.9059498,37.51047104
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.8956385,37.51198679
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.8934142,37.51046625
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.8966003,37.51433394
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.8923582,37.51577851
현장대응단,소화전,19960729,지하식(일반),주거지역,126.9036178,37.50880149
현장대응단,소화전,19960729,지상식,상가지역,126.9062583,37.52815572
현장대응단,소화전,19960729,지하식(일반),상가지역,126.9087922,37.52098555
현장대응단,소화전,19960729,지상식,소방차진입불가,126.8879329,37.52117213
현장대응단,소화전,19960729,지하식(일반),기타,126.9048078,37.52503583
현장대응단,소화전,19960729,지하식(일반),기타,126.9140004,37.51813958
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.8893992,37.51880171
현장대응단,소화전,19960729,지하식(일반),주거지역,126.8852088,37.51560203
현장대응단,소화전,19960729,지하식(일반),소방차진입불가,126.8894658,37.51908333
현장대응단,저수조,19820701,지하식(일반),상가지역,126.9094088,37.51791874
현장대응단,저수조,19820701,지하식(일반),기타,126.9057152,37.51756265
현장대응단,저수조,19820701,지하식(일반),시장지역,126.9053456,37.52245561
현장대응단,저수조,19760101,지하식(일반),기타,126.9053568,37.52831538
현장대응단,저수조,19760101,지하식(일반),소방차진입불가,126.8971436,37.51378372
현장대응단,소화전,19960701,지상식,소방차진입불가,126.8946087,37.51891054
현장대응단,소화전,19960701,지상식,소방차진입불가,126.8885942,37.51744134
현장대응단,소화전,19960701,지상식,소방차진입불가,126.8890343,37.52081015
현장대응단,소화전,19960701,지상식,공업지역,126.8871533,37.51786723
당산119안전센터,소화전,19960729,지상식,주거지역,126.8943007,37.53328647
신길119안전센터,소화전,19960729,지하식(일반),소방차진입곤란,126.9206343,37.50754914
신길119안전센터,소화전,19960729,지하식(일반),상가지역,126.9220815,37.51112115
신길119안전센터,소화전,19960729,지하식(일반),주거지역,126.9209489,37.50878823
신길119안전센터,소화전,19960729,지하식(일반),주거지역,126.922216,37.50808647
현장대응단,소화전,20110407,지하식(일반),주거지역,126.9004246,37.51131355
현장대응단,소화전,19960901,지하식(일반),화재경계지역,126.9020901,37.50968673
현장대응단,소화전,19960901,지하식(일반),주거지역,126.8978818,37.50702242
현장대응단,소화전,19960901,지하식(일반),주거지역,126.8982829,37.50796332
현장대응단,소화전,19960901,지상식,상가지역,126.8955177,37.50808957
현장대응단,소화전,19960901,지상식,소방차진입곤란,126.8901829,37.51490389
현장대응단,소화전,19960901,지상식,소방차진입불가,126.8905699,37.51991121
현장대응단,소화전,19960901,지하식(일반),소방차진입곤란,126.8897139,37.51484633
현장대응단,소화전,19960901,지상식,공업지역,126.8910076,37.51346764
현장대응단,소화전,19960901,지하식(일반),공업지역,126.8850623,37.51602879
현장대응단,소화전,19960901,지하식(일반),소방차진입불가,126.8848656,37.51840229
현장대응단,소화전,19960901,지상식,소방차진입불가,126.8846709,37.52036241
현장대응단,소화전,19960901,지상식,소방차진입불가,126.8848656,37.51840229
현장대응단,소화전,19960902,지하식(일반),주거지역,126.9096027,37.50699214
현장대응단,소화전,19960901,지상식,소방차진입불가,126.9090204,37.50987058
현장대응단,소화전,19960901,지하식(일반),주거지역,126.9096796,37.51008111
현장대응단,소화전,19960901,지상식,상가지역,126.9066507,37.50874536
현장대응단,소화전,19960901,지하식(일반),상가지역,126.9079127,37.50933903
현장대응단,소화전,19960901,지상식,상가지역,126.905419,37.50821054
현장대응단,소화전,19960901,지하식(일반),소방차진입불가,126.9071636,37.50687582
현장대응단,소화전,19960902,지하식(일반),소방차진입불가,126.9035273,37.50561925
현장대응단,소화전,19960902,지하식(일반),소방차진입불가,126.9037749,37.50498812
현장대응단,소화전,19960902,지상식,상가지역,126.9004285,37.50598582
현장대응단,소화전,19960902,지상식,주거지역,126.9035026,37.50408662
현장대응단,소화전,19960901,지하식(일반),상가지역,126.906152,37.51356642
현장대응단,소화전,19960901,지하식(일반),소방차진입불가,126.9047851,37.51012647
현장대응단,소화전,19960901,지하식(일반),소방차진입불가,126.902846,37.50991513
현장대응단,소화전,19960902,지하식(일반),기타,126.9134929,37.51795045
현장대응단,소화전,19960901,지상식,상가지역,126.9049977,37.50962325
신길119안전센터,소화전,19960901,지하식(일반),소방차진입불가,126.9224283,37.51540412
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9233606,37.51272523
신길119안전센터,소화전,19960901,지하식(일반),소방차진입불가,126.9249435,37.51450753
신길119안전센터,소화전,19960901,지하식(일반),주거지역,126.9147419,37.50802338
신길119안전센터,소화전,19960901,지하식(일반),주거지역,126.9152599,37.50910036
신길119안전센터,소화전,19960901,지하식(일반),주거지역,126.9148002,37.51036928
신길119안전센터,소화전,19960910,지하식(일반),주거지역,126.9175833,37.51057974
신길119안전센터,소화전,19960910,지상식,상가지역,126.9164962,37.51173055
신길119안전센터,소화전,19960910,지상식,상가지역,126.9172377,37.51167386
신길119안전센터,소화전,19960910,지상식,시장지역,126.9175856,37.51115621
신길119안전센터,소화전,19960910,지상식,상가지역,126.917447,37.5103607
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9185534,37.51048013
신길119안전센터,소화전,19960901,지하식(일반),주거지역,126.9184339,37.51173722
신길119안전센터,소화전,19960901,지하식(일반),시장지역,126.9179115,37.51145007
신길119안전센터,소화전,19960901,지하식(일반),주거지역,126.9191598,37.51197775
신길119안전센터,소화전,19960901,지하식(일반),주거지역,126.9221879,37.51024733
신길119안전센터,소화전,19960901,지하식(일반),주거지역,126.9213177,37.51006079
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9217153,37.51184756
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9174171,37.51229856
신길119안전센터,소화전,19960901,지상식,소방차진입불가,126.911113,37.51113097
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9109138,37.51007178
신길119안전센터,소화전,19960901,지상식,상가지역,126.9132412,37.51107282
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9109138,37.51007178
신길119안전센터,소화전,19960901,지하식(일반),주거지역,126.9229314,37.51088807
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9223909,37.50909535
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9224264,37.50797002
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9223557,37.50701374
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9228762,37.5081361
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9220589,37.50630247
신길119안전센터,소화전,19960901,지하식(일반),주거지역,126.921416,37.50493828
신길119안전센터,소화전,19960901,지상식,상가지역,126.9216441,37.50457551
신길119안전센터,소화전,19960901,지하식(일반),주거지역,126.922763,37.50992839
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9206775,37.50396533
신길119안전센터,소화전,19960901,지상식,주거지역,126.9175044,37.50373971
신길119안전센터,소화전,19960901,지하식(일반),상가지역,126.9210238,37.50449842
대림119안전센터,소화전,19961011,지하식(일반),소방차진입불가,126.9048439,37.49591946
대림119안전센터,소화전,19961011,지하식(일반),시장지역,126.9044576,37.49697774
대림119안전센터,소화전,19961011,지하식(일반),시장지역,126.9051269,37.49739049
대림119안전센터,소화전,19961011,지하식(일반),시장지역,126.9061256,37.49727776
대림119안전센터,소화전,19961011,지하식(일반),시장지역,126.9062706,37.49641976
대림119안전센터,소화전,19961011,지하식(일반),소방차진입불가,126.9057605,37.49090042
대림119안전센터,소화전,19961011,지하식(일반),주거지역,126.9023929,37.49542065
대림119안전센터,소화전,19961011,지하식(일반),소방차진입불가,126.9052421,37.49151719
대림119안전센터,소화전,19961011,지상식,소방차진입불가,126.9030162,37.49133176
대림119안전센터,소화전,19961011,지상식,소방차진입불가,126.9042102,37.49303005
대림119안전센터,소화전,19961011,지하식(일반),소방차진입불가,126.9042357,37.49400811
신길119안전센터,소화전,19961001,지상식,상가지역,126.9106397,37.50397312
신길119안전센터,소화전,19961001,지하식(일반),소방차진입곤란,126.9125734,37.50591588
신길119안전센터,소화전,19961001,지하식(일반),상가지역,126.9142292,37.50499194
신길119안전센터,소화전,19961001,지하식(일반),상가지역,126.9136299,37.5052518
신길119안전센터,소화전,19961001,지하식(일반),소방차진입불가,126.9137179,37.50809318
신길119안전센터,소화전,19961001,지하식(일반),소방차진입곤란,126.9126872,37.50882017
신길119안전센터,소화전,19960414,지하식(일반),소방차진입곤란,126.9129806,37.51038579
신길119안전센터,소화전,19961101,지하식(일반),주거지역,126.915734,37.50948291
신길119안전센터,소화전,19961101,지하식(일반),주거지역,126.9161775,37.51066957
신길119안전센터,소화전,19961101,지상식,소방차진입불가,126.9107254,37.51281646
신길119안전센터,소화전,19961101,지하식(일반),소방차진입불가,126.9155013,37.51457576
신길119안전센터,소화전,19961101,지상식,소방차진입불가,126.9103217,37.5115561
신길119안전센터,소화전,19961101,지하식(일반),소방차진입불가,126.9155339,37.51682559
신길119안전센터,소화전,19961101,지하식(일반),소방차진입불가,126.9164275,37.51680721
신길119안전센터,소화전,19961101,지하식(일반),소방차진입불가,126.914403,37.51282143
신길119안전센터,소화전,19961101,지하식(일반),소방차진입불가,126.9116985,37.51271556
신길119안전센터,소화전,19961101,지하식(일반),소방차진입불가,126.9163995,37.51509763
신길119안전센터,소화전,19961101,지하식(일반),소방차진입불가,126.911259,37.5119173
신길119안전센터,소화전,19961101,지하식(일반),소방차진입불가,126.9128565,37.51340379
신길119안전센터,소화전,19961101,지하식(일반),소방차진입불가,126.912063,37.51226433
신길119안전센터,소화전,19961101,지하식(일반),소방차진입불가,126.9150617,37.51267937
신길119안전센터,소화전,19961101,지하식(일반),소방차진입불가,126.913983,37.5119831
신길119안전센터,소화전,19961101,지상식,상가지역,126.9109858,37.50331925
신길119안전센터,소화전,19961101,지상식,상가지역,126.9112994,37.50806463
신길119안전센터,소화전,19961101,지상식,상가지역,126.9210327,37.50259992
현장대응단,소화전,19961201,지하식(일반),주거지역,126.9012367,37.50815648
현장대응단,소화전,19961201,지상식,상가지역,126.9097729,37.51157244
현장대응단,소화전,19961201,지상식,상가지역,126.9055926,37.50883156
현장대응단,소화전,19961201,지하식(일반),소방차진입곤란,126.9000229,37.50777109
현장대응단,소화전,19961201,지하식(일반),소방차진입불가,126.9013734,37.51408853
현장대응단,소화전,19961201,지상식,소방차진입불가,126.8964817,37.51325696
현장대응단,소화전,19961201,지하식(일반),소방차진입불가,126.8916782,37.51152669
현장대응단,소화전,19961201,지하식(일반),공업지역,126.9016464,37.51680339
현장대응단,소화전,19961201,지상식,시장지역,126.8973175,37.51960381
현장대응단,소화전,19961201,지하식(일반),소방차진입불가,126.8981897,37.51425117
현장대응단,소화전,19961201,지상식,상가지역,126.8880055,37.51462361
현장대응단,소화전,19961220,지하식(일반),소방차진입불가,126.9101496,37.50877718
현장대응단,소화전,19961220,지상식,상가지역,126.9108076,37.50667257
현장대응단,소화전,19961220,지하식(일반),상가지역,126.9082926,37.50623879
현장대응단,소화전,19961220,지하식(일반),주거지역,126.909922,37.50762579
현장대응단,소화전,19961220,지하식(일반),주거지역,126.9089875,37.50773842
현장대응단,소화전,19961220,지하식(일반),소방차진입불가,126.9092861,37.50837134
현장대응단,소화전,19961220,지하식(일반),소방차진입불가,126.9070616,37.50737661
현장대응단,소화전,19961201,지하식(일반),소방차진입불가,126.913539,37.51656799
현장대응단,소화전,19961201,지하식(일반),소방차진입불가,126.9106106,37.51332021
현장대응단,소화전,19961220,지상식,기타,126.9126477,37.51769214
현장대응단,소화전,19961220,지상식,기타,126.911747,37.51784329
현장대응단,소화전,19961220,지하식(일반),기타,126.9098352,37.52183104
현장대응단,소화전,19961220,지하식(일반),기타,126.9114247,37.52017854
현장대응단,소화전,19961220,지상식,기타,126.9093595,37.51925056
현장대응단,소화전,19961220,지상식,기타,126.9098516,37.51867069
현장대응단,소화전,19961220,지하식(일반),상가지역,126.9082989,37.51862931
현장대응단,소화전,19961220,지하식(일반),기타,126.9058897,37.51957636
현장대응단,소화전,19961220,지하식(일반),상가지역,126.9074702,37.51706894
현장대응단,소화전,19961220,지하식(일반),상가지역,126.9070159,37.51817871
현장대응단,소화전,19961220,지상식,기타,126.9041887,37.51843891
현장대응단,소화전,19961220,지상식,시장지역,126.9072731,37.51965575
현장대응단,소화전,19961201,지상식,시장지역,126.9066547,37.51992006
현장대응단,소화전,19961201,지상식,시장지역,126.9051661,37.52059301
현장대응단,소화전,19961220,지하식(일반),기타,126.9029546,37.52001817
현장대응단,소화전,19961201,지하식(일반),시장지역,126.9055481,37.52087308
현장대응단,소화전,19961201,지하식(일반),시장지역,126.9052354,37.52161435
현장대응단,소화전,19961201,지하식(일반),시장지역,126.9061848,37.52175548
현장대응단,소화전,19961201,지상식,시장지역,126.9058357,37.52243763
현장대응단,소화전,19961220,지상식,기타,126.9046191,37.52189713
현장대응단,소화전,19961220,지하식(일반),기타,126.9045494,37.52266446
현장대응단,소화전,19961220,지하식(일반),기타,126.9030991,37.52272725
현장대응단,소화전,19961220,지하식(일반),기타,126.9041762,37.5213441
현장대응단,소화전,19961220,지하식(일반),시장지역,126.9013295,37.52098532
현장대응단,소화전,19961220,지하식(일반),기타,126.9047555,37.52408884
현장대응단,소화전,19961220,지하식(일반),기타,126.9096463,37.52587576
현장대응단,소화전,19961220,지하식(일반),기타,126.9102142,37.52495771
현장대응단,소화전,19961218,지하식(일반),상가지역,126.9018098,37.50658488
현장대응단,소화전,19961201,지하식(일반),소방차진입불가,126.9148061,37.51607254
현장대응단,소화전,19961201,지하식(일반),소방차진입불가,126.9015193,37.51368888
여의도119안전센터,소화전,19961214,지하식(일반),상가지역,126.9291128,37.52519132
여의도119안전센터,소화전,19961214,지하식(일반),상가지역,126.9291128,37.52519132
여의도119안전센터,소화전,19961214,지하식(일반),상가지역,126.9291128,37.52519132
여의도119안전센터,소화전,19961214,지하식(일반),소방차진입불가,126.9187105,37.52610814
여의도119안전센터,소화전,19961214,지상식,소방차진입불가,126.9187105,37.52610814
여의도119안전센터,소화전,19961214,지상식,소방차진입불가,126.9167168,37.52596989
여의도119안전센터,소화전,19961214,지상식,상가지역,126.9373261,37.52135273
여의도119안전센터,소화전,19961214,지상식,소방차진입불가,126.9241232,37.51893021
여의도119안전센터,소화전,19961214,지상식,소방차진입불가,126.9216224,37.51966965
여의도119안전센터,소화전,19961214,지하식(일반),소방차진입불가,126.9241232,37.51893021
여의도119안전센터,소화전,19961214,지상식,소방차진입불가,126.9256512,37.52180529
여의도119안전센터,소화전,19961214,지상식,소방차진입불가,126.9185836,37.52121777
여의도119안전센터,소화전,19961214,지상식,소방차진입불가,126.9246364,37.52040134
여의도119안전센터,소화전,19961214,지하식(일반),상가지역,126.9312548,37.51976386
여의도119안전센터,소화전,19961214,지하식(일반),소방차진입불가,126.9278393,37.51882199
여의도119안전센터,소화전,19961214,지상식,소방차진입불가,126.9248767,37.52517752
당산119안전센터,소화전,19961201,지상식,기타,126.8964658,37.52387202
당산119안전센터,소화전,19961201,지상식,상가지역,126.8972007,37.52378598
당산119안전센터,소화전,19961201,지하식(일반),기타,126.8972915,37.52285848
당산119안전센터,소화전,19961201,지하식(일반),기타,126.8984001,37.52318993
당산119안전센터,소화전,19961201,지하식(일반),상가지역,126.9003412,37.52183692
당산119안전센터,소화전,19961201,지상식,주거지역,126.8958009,37.5209894
당산119안전센터,소화전,19961201,지상식,주거지역,126.8958009,37.5209894
당산119안전센터,소화전,19961201,지상식,기타,126.9005495,37.5204755
당산119안전센터,소화전,19961201,지하식(일반),상가지역,126.8993013,37.52178775
당산119안전센터,소화전,19961201,지상식,상가지역,126.8927691,37.52274805
당산119안전센터,소화전,19961201,지상식,상가지역,126.8991307,37.52109572
당산119안전센터,소화전,19961201,지상식,상가지역,126.8916486,37.52245258
당산119안전센터,소화전,19961201,지상식,상가지역,126.8931963,37.5220662
당산119안전센터,소화전,19961201,지하식(일반),상가지역,126.8988047,37.52628558
당산119안전센터,소화전,19961201,지하식(일반),상가지역,126.8941357,37.52699364
당산119안전센터,소화전,19961201,지상식,상가지역,126.8967805,37.52500602
당산119안전센터,소화전,19961201,지하식(일반),상가지역,126.8977204,37.52567638
당산119안전센터,소화전,19961201,지하식(일반),상가지역,126.8965405,37.526717
당산119안전센터,소화전,19961201,지하식(일반),상가지역,126.8956475,37.52717275
당산119안전센터,소화전,19961201,지상식,상가지역,126.89449,37.5286199
당산119안전센터,소화전,19961201,지상식,주거지역,126.8956353,37.52782614
당산119안전센터,소화전,19961201,지상식,상가지역,126.8965766,37.52749279
당산119안전센터,소화전,19961201,지상식,상가지역,126.9001093,37.52600873
당산119안전센터,소화전,19961201,지상식,상가지역,126.9011933,37.52598937
당산119안전센터,소화전,19961201,지하식(일반),주거지역,126.8915792,37.54236761
당산119안전센터,소화전,19961201,지상식,상가지역,126.885497,37.52364872
당산119안전센터,소화전,19961201,지하식(일반),기타,126.8825825,37.52374136
당산119안전센터,소화전,19961217,지상식,주거지역,126.893271,37.52861043
당산119안전센터,소화전,19961217,지하식(일반),주거지역,126.893271,37.52861043
당산119안전센터,소화전,19961217,지하식(일반),주거지역,126.8885555,37.52657819
당산119안전센터,소화전,19961217,지하식(일반),주거지역,126.8918288,37.52685171
당산119안전센터,소화전,19961217,지상식,상가지역,126.8960716,37.53647731
당산119안전센터,소화전,19961217,지상식,상가지역,126.8979649,37.53552489
당산119안전센터,소화전,19961217,지상식,상가지역,126.8970608,37.53455904
당산119안전센터,소화전,19961217,지하식(일반),주거지역,126.8996428,37.53674727
당산119안전센터,소화전,19961217,지하식(일반),상가지역,126.8941464,37.5372483
당산119안전센터,소화전,19961201,지하식(일반),소방차진입불가,126.8944413,37.5402925
당산119안전센터,소화전,19961201,지하식(일반),소방차진입불가,126.8952518,37.53988921
당산119안전센터,소화전,19961201,지하식(일반),소방차진입불가,126.8925472,37.53809307
당산119안전센터,소화전,19961201,지하식(일반),소방차진입불가,126.8926743,37.53668907
당산119안전센터,소화전,19961201,지하식(일반),소방차진입불가,126.89079,37.5381329
당산119안전센터,소화전,19961201,지하식(일반),주거지역,126.8884808,37.54277171
당산119안전센터,소화전,19961201,지하식(일반),공업지역,126.8897845,37.54148892
당산119안전센터,소화전,19961201,지하식(일반),상가지역,126.899064,37.52985151
당산119안전센터,소화전,19961201,지상식,주거지역,126.9027314,37.52669243
당산119안전센터,소화전,19961201,지상식,상가지역,126.8961119,37.52856503
당산119안전센터,소화전,19961201,지상식,상가지역,126.8968101,37.52835345
당산119안전센터,소화전,19961217,지상식,상가지역,126.8971707,37.53259352
당산119안전센터,소화전,19961217,지상식,주거지역,126.8988251,37.53248394
당산119안전센터,소화전,19961217,지하식(일반),주거지역,126.9049441,37.53384125
당산119안전센터,소화전,19961217,지하식(일반),상가지역,126.9073367,37.53084534
당산119안전센터,소화전,19961217,지상식,상가지역,126.9070925,37.53016723
당산119안전센터,소화전,19961217,지하식(일반),상가지역,126.9073108,37.52865183
당산119안전센터,소화전,19961217,지하식(일반),상가지역,126.9077034,37.52700691
당산119안전센터,소화전,19961217,지하식(일반),상가지역,126.905403,37.5328488
당산119안전센터,소화전,19961217,지하식(일반),주거지역,126.9070534,37.53036182
당산119안전센터,소화전,19961201,지상식,상가지역,126.8877757,37.52211956
당산119안전센터,소화전,19961201,지하식(일반),소방차진입불가,126.8895295,37.52152619
당산119안전센터,소화전,19961201,지상식,상가지역,126.8856956,37.52252239
당산119안전센터,소화전,19961201,지하식(일반),상가지역,126.8885574,37.52428144
당산119안전센터,소화전,19961201,지하식(일반),시장지역,126.8910357,37.52314985
대림119안전센터,소화전,19961218,지하식(일반),상가지역,126.9042139,37.50294058
대림119안전센터,소화전,19961218,지상식,소방차진입불가,126.908123,37.49876662
대림119안전센터,소화전,19961218,지상식,소방차진입불가,126.9080161,37.49825792
대림119안전센터,소화전,19961218,지상식,소방차진입불가,126.9061572,37.49926586
대림119안전센터,소화전,19961218,지하식(일반),주거지역,126.906305,37.50054207
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9076489,37.49885257
대림119안전센터,소화전,19961218,지하식(일반),주거지역,126.9079443,37.50163943
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9033772,37.50102148
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9071335,37.49873098
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.905432,37.49751075
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9067257,37.49738393
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.8939245,37.50006569
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.8941922,37.49833122
대림119안전센터,소화전,19961216,지상식,주거지역,126.909712,37.50351858
대림119안전센터,소화전,19961218,지하식(일반),기타,126.9023354,37.49675445
대림119안전센터,소화전,19961218,지하식(일반),주거지역,126.9045952,37.4951962
대림119안전센터,소화전,19961218,지하식(일반),주거지역,126.8986142,37.50400306
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9033551,37.50241973
대림119안전센터,소화전,19961218,지하식(일반),주거지역,126.8967555,37.50078576
대림119안전센터,소화전,19961218,지상식,주거지역,126.9082715,37.49959765
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.9116787,37.49994163
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.9127868,37.49908956
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.90897,37.49875755
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.9127439,37.49732158
대림119안전센터,소화전,20180126,지하식(일반),주거지역,126.9108468,37.49929688
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.9104633,37.49981052
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.9175034,37.49956103
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.9155847,37.49982204
대림119안전센터,소화전,19961220,지하식(일반),주거지역,126.917674,37.50016112
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.9192746,37.49860439
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.9089784,37.49471168
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.9094863,37.49328118
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.9081512,37.49163139
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.9070524,37.49099803
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.90367,37.49300393
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.9011607,37.492449
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.9010123,37.49016131
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.8987074,37.49119119
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.9000936,37.49147249
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.8980743,37.49130796
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.8970837,37.49144189
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.8989115,37.48875603
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.8984587,37.48788653
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.9002395,37.48808555
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.9053717,37.48922342
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.9042136,37.48911076
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.9010611,37.48838168
대림119안전센터,소화전,19961220,지하식(일반),상가지역,126.8974233,37.4930112
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.8987443,37.4906462
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.9080544,37.49694365
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9011105,37.4993113
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.8960695,37.50237985
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.8967703,37.50118357
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.8966763,37.49378938
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9003682,37.50060569
대림119안전센터,소화전,19961220,지상식,소방차진입불가,126.8999475,37.50280009
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9014305,37.50038061
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9008501,37.50028615
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.8978674,37.49679383
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.8961268,37.49680357
대림119안전센터,소화전,19961201,지하식(일반),소방차진입불가,126.8973513,37.49585525
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9016018,37.4969663
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9019626,37.49743944
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9028055,37.49752051
대림119안전센터,소화전,19961218,지상식,소방차진입불가,126.8997378,37.50177655
대림119안전센터,소화전,19961218,지상식,소방차진입불가,126.8989003,37.4980181
대림119안전센터,소화전,19961220,지하식(일반),소방차진입불가,126.8957772,37.50114765
대림119안전센터,소화전,19961218,지하식(일반),소방차진입불가,126.9011747,37.50069719
