plot_lctn,sgg_cd,emd_cd,plot_gbn,bun,ji,bd_rgst_pk,dstrct_gbn_cd,dstrct_gbn_nm,dstrct_cd,dstrct_nm,etc_dstrct_nm,crtn_day
서울특별시 영등포구 당산동2가 45번지,11560,11200,0,45,0,11560-100251108,2,용도지구코드,UNE200,대공방어협조구역,대공방어협조구역,20230622
서울특별시 영등포구 당산동2가 45번지,11560,11200,0,45,0,11560-100251108,3,용도구역코드,UOA100,학교환경위생정화구역,교육환경보호구역,20230622
서울특별시 영등포구 당산동2가 45번지,11560,11200,0,45,0,11560-100251108,2,용도지구코드,UQG130,일반미관지구,일반미관지구,20230622
서울특별시 영등포구 당산동2가 45번지,11560,11200,0,45,0,11560-100251108,1,용도지역코드,UQA01X,도시지역,도시지역,20230622
서울특별시 영등포구 당산동2가 47-4번지,11560,11200,0,47,4,11560-8259,1,용도지역코드,1230,준공업지역,,20240329
서울특별시 영등포구 당산동2가 48-11번지,11560,11200,0,48,11,11560-8265,1,용도지역코드,1230,준공업지역,준공업지역,20170728
서울특별시 영등포구 당산동2가 48-11번지,11560,11200,0,48,11,11560-8265,3,용도구역코드,302,제2종지구단위계획구역,제2종지구단위계획구역,20170728
서울특별시 영등포구 당산동2가 48-13번지,11560,11200,0,48,13,11560-8267,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동2가 48-13번지,11560,11200,0,48,13,11560-8267,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동2가 48-14번지,11560,11200,0,48,14,11560-8269,1,용도지역코드,,,준공업지역,20200428
서울특별시 영등포구 당산동2가 48-14번지,11560,11200,0,48,14,11560-8269,2,용도지구코드,,,주차장정비지구,20200428
서울특별시 영등포구 당산동2가 48-34번지,11560,11200,0,48,34,11560-8281,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동2가 48-34번지,11560,11200,0,48,34,11560-8281,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동2가 48-36번지,11560,11200,0,48,36,11560-8282,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동2가 48-36번지,11560,11200,0,48,36,11560-8282,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동2가 48-37번지,11560,11200,0,48,37,11560-8283,2,용도지구코드,,,주차장정비지구,20171118
서울특별시 영등포구 당산동2가 48-37번지,11560,11200,0,48,37,11560-8283,1,용도지역코드,,,준공업지역,20171118
서울특별시 영등포구 당산동2가 49번지,11560,11200,0,49,0,11560-8287,1,용도지역코드,1230,준공업지역,준공업지역,20170728
서울특별시 영등포구 당산동2가 49번지,11560,11200,0,49,0,11560-8287,3,용도구역코드,,,지구단위계획구역,20170728
서울특별시 영등포구 당산동2가 5-3번지,11560,11200,0,5,3,11560-100236867,3,용도구역코드,UMZ100,가축사육제한구역,가축사육제한구역,20230925
서울특별시 영등포구 당산동2가 5-3번지,11560,11200,0,5,3,11560-100236867,1,용도지역코드,UQA330,준공업지역,준공업지역,20230925
서울특별시 영등포구 당산동2가 5-3번지,11560,11200,0,5,3,11560-100236867,3,용도구역코드,UOA100,학교환경위생정화구역,학교환경위생정화구역,20230925
서울특별시 영등포구 당산동2가 50번지,11560,11200,0,50,0,11560-8288,1,용도지역코드,1230,준공업지역,준공업지역,20170728
서울특별시 영등포구 당산동2가 50번지,11560,11200,0,50,0,11560-8288,3,용도구역코드,,,지구단위계획구역,20170728
서울특별시 영등포구 당산동2가 51번지,11560,11200,0,51,0,11560-8289,2,용도지구코드,,,주차장정비지구,20170524
서울특별시 영등포구 당산동2가 51번지,11560,11200,0,51,0,11560-8289,1,용도지역코드,,,준공업지역,20170524
서울특별시 영등포구 당산동2가 57번지,11560,11200,0,57,0,11560-100255188,1,용도지역코드,UQA330,준공업지역,준공업지역,20230310
서울특별시 영등포구 당산동2가 57번지,11560,11200,0,57,0,11560-100255188,1,용도지역코드,UQA001,도시지역,도시지역,20230310
서울특별시 영등포구 당산동2가 63-2번지,11560,11200,0,63,2,11560-8305,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동2가 63-2번지,11560,11200,0,63,2,11560-8305,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동2가 64번지,11560,11200,0,64,0,11560-8306,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동2가 64번지,11560,11200,0,64,0,11560-8306,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동2가 67번지,11560,11200,0,67,0,11560-8310,1,용도지역코드,1230,준공업지역,준공업지역,20200808
서울특별시 영등포구 당산동2가 67번지,11560,11200,0,67,0,11560-8310,3,용도구역코드,,,지구단위계획구역,20200808
서울특별시 영등포구 당산동2가 68번지,11560,11200,0,68,0,11560-8311,1,용도지역코드,,,준공업지역,20180817
서울특별시 영등포구 당산동2가 68번지,11560,11200,0,68,0,11560-8311,2,용도지구코드,,,주차장정비지구,20180817
서울특별시 영등포구 당산동2가 6번지,11560,11200,0,6,0,11560-8215,1,용도지역코드,,,준공업지역,20170221
서울특별시 영등포구 당산동2가 6번지,11560,11200,0,6,0,11560-8215,2,용도지구코드,,,미관4종지구,20170221
서울특별시 영등포구 당산동2가 6번지,11560,11200,0,6,0,11560-8215,2,용도지구코드,,,주차장정비지구,20170221
서울특별시 영등포구 당산동2가 79번지,11560,11200,0,79,0,11560-8320,1,용도지역코드,1230,준공업지역,준공업지역,20170728
서울특별시 영등포구 당산동2가 79번지,11560,11200,0,79,0,11560-8320,3,용도구역코드,301,제1종지구단위계획구역,지구단위계획구역,20170728
서울특별시 영등포구 당산동2가 80번지,11560,11200,0,80,0,11560-8321,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동2가 80번지,11560,11200,0,80,0,11560-8321,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동2가 86번지,11560,11200,0,86,0,11560-8324,1,용도지역코드,,,준공업지역,20200512
서울특별시 영등포구 당산동2가 86번지,11560,11200,0,86,0,11560-8324,2,용도지구코드,,,주차장정비지구,20200512
서울특별시 영등포구 당산동2가 87번지,11560,11200,0,87,0,11560-8325,1,용도지역코드,,,준공업지역,20170706
서울특별시 영등포구 당산동2가 87번지,11560,11200,0,87,0,11560-8325,2,용도지구코드,,,주차장정비지구,20170706
서울특별시 영등포구 당산동2가 88번지,11560,11200,0,88,0,11560-8326,1,용도지역코드,,,준공업지역,20200929
서울특별시 영등포구 당산동2가 88번지,11560,11200,0,88,0,11560-8326,2,용도지구코드,,,주차장정비지구,20200929
서울특별시 영등포구 당산동2가 89번지,11560,11200,0,89,0,11560-8327,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동2가 89번지,11560,11200,0,89,0,11560-8327,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동2가 90번지,11560,11200,0,90,0,11560-8328,1,용도지역코드,,,준공업지역,20170329
서울특별시 영등포구 당산동2가 90번지,11560,11200,0,90,0,11560-8328,2,용도지구코드,,,주차장정비지구,20170329
서울특별시 영등포구 당산동2가 91번지,11560,11200,0,91,0,11560-8329,1,용도지역코드,,,준공업지역,20210804
서울특별시 영등포구 당산동2가 91번지,11560,11200,0,91,0,11560-8329,2,용도지구코드,,,주차장정비지구,20210804
서울특별시 영등포구 당산동2가 94번지,11560,11200,0,94,0,11560-8331,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동2가 94번지,11560,11200,0,94,0,11560-8331,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동3가 1-11번지,11560,11300,0,1,11,11560-100198214,3,용도구역코드,UQQ310,제1종지구단위계획구역,제1종지구단위계획구역,20230904
서울특별시 영등포구 당산동3가 1-11번지,11560,11300,0,1,11,11560-100198214,1,용도지역코드,UQA330,준공업지역,준공업지역,20230904
서울특별시 영등포구 당산동3가 1-19번지,11560,11300,0,1,19,11560-100224438,1,용도지역코드,UQA330,준공업지역,준공업지역,20230904
서울특별시 영등포구 당산동3가 1-19번지,11560,11300,0,1,19,11560-100224438,3,용도구역코드,UQQ310,제1종지구단위계획구역,제1종지구단위계획구역,20230904
서울특별시 영등포구 당산동3가 1-3번지,11560,11300,0,1,3,11560-8468,1,용도지역코드,1230,준공업지역,,20230904
서울특별시 영등포구 당산동3가 1-3번지,11560,11300,0,1,3,11560-8468,3,용도구역코드,300,지구단위계획구역,,20230904
서울특별시 영등포구 당산동3가 1-7번지,11560,11300,0,1,7,11560-1000000000000002694861,1,용도지역코드,UQA001,도시지역,,20240325
서울특별시 영등포구 당산동3가 1-7번지,11560,11300,0,1,7,11560-1000000000000002694861,3,용도구역코드,UQQ300,지구단위계획구역,,20240325
서울특별시 영등포구 당산동3가 1-7번지,11560,11300,0,1,7,11560-1000000000000002694861,1,용도지역코드,UQA330,준공업지역,,20240325
서울특별시 영등포구 당산동3가 100번지,11560,11300,0,100,0,11560-8596,2,용도지구코드,,,주차장정비지구,20210415
서울특별시 영등포구 당산동3가 100번지,11560,11300,0,100,0,11560-8596,1,용도지역코드,,,준공업지역,20210415
서울특별시 영등포구 당산동3가 108번지,11560,11300,0,108,0,11560-8602,1,용도지역코드,,,준공업지역,20170804
서울특별시 영등포구 당산동3가 108번지,11560,11300,0,108,0,11560-8602,2,용도지구코드,,,주차장정비지구,20170804
서울특별시 영등포구 당산동3가 109번지,11560,11300,0,109,0,11560-8603,2,용도지구코드,,,주차장정비,20170406
서울특별시 영등포구 당산동3가 109번지,11560,11300,0,109,0,11560-8603,1,용도지역코드,,,준공업지역,20170406
서울특별시 영등포구 당산동3가 10번지,11560,11300,0,10,0,11560-100194825,3,용도구역코드,301,제1종지구단위계획구역,제1종지구단위계획구역,20190530
서울특별시 영등포구 당산동3가 10번지,11560,11300,0,10,0,11560-100194825,1,용도지역코드,1230,준공업지역,준공업지역,20190530
서울특별시 영등포구 당산동3가 110번지,11560,11300,0,110,0,11560-8604,1,용도지역코드,,,준공업지역,20170318
서울특별시 영등포구 당산동3가 110번지,11560,11300,0,110,0,11560-8604,2,용도지구코드,,,주차장정비지구,20170318
서울특별시 영등포구 당산동3가 111번지,11560,11300,0,111,0,11560-8605,2,용도지구코드,,,주차장정비지구,20200310
서울특별시 영등포구 당산동3가 111번지,11560,11300,0,111,0,11560-8605,1,용도지역코드,,,준공업지역,20200310
서울특별시 영등포구 당산동3가 112번지,11560,11300,0,112,0,11560-100256949,2,용도지구코드,UQG130,일반미관지구,일반미관지구,20200330
서울특별시 영등포구 당산동3가 112번지,11560,11300,0,112,0,11560-100256949,1,용도지역코드,UMK600,한강폐기물매립시설설치제한지역,(한강)폐기물매립시설 설치제한지역,20200330
서울특별시 영등포구 당산동3가 112번지,11560,11300,0,112,0,11560-100256949,3,용도구역코드,UQQ300,지구단위계획구역,지구단위계획구역,20200330
서울특별시 영등포구 당산동3가 112번지,11560,11300,0,112,0,11560-100256949,2,용도지구코드,UNE200,대공방어협조구역,대공방어협조구역,20200330
서울특별시 영등포구 당산동3가 112번지,11560,11300,0,112,0,11560-100256949,3,용도구역코드,UOA100,학교환경위생정화구역,교육환경보호구역,20200330
서울특별시 영등포구 당산동3가 112번지,11560,11300,0,112,0,11560-100256949,1,용도지역코드,UQA01X,도시지역,도시지역,20200330
서울특별시 영등포구 당산동3가 112번지,11560,11300,0,112,0,11560-100256949,1,용도지역코드,UQA330,준공업지역,준공업지역,20200330
서울특별시 영등포구 당산동3가 116번지,11560,11300,0,116,0,11560-8610,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동3가 116번지,11560,11300,0,116,0,11560-8610,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동3가 117번지,11560,11300,0,117,0,11560-8611,1,용도지역코드,,,준공업지역,20170209
서울특별시 영등포구 당산동3가 117번지,11560,11300,0,117,0,11560-8611,2,용도지구코드,,,주차장정비지구,20170209
서울특별시 영등포구 당산동3가 118번지,11560,11300,0,118,0,11560-8613,1,용도지역코드,,,준공업지역,20231023
서울특별시 영등포구 당산동3가 118번지,11560,11300,0,118,0,11560-8613,2,용도지구코드,,,주차장정비지구,20231023
서울특별시 영등포구 당산동3가 119번지,11560,11300,0,119,0,11560-8614,1,용도지역코드,,,준공업지역,20170706
서울특별시 영등포구 당산동3가 119번지,11560,11300,0,119,0,11560-8614,2,용도지구코드,,,주차장정비지구,20170706
서울특별시 영등포구 당산동3가 120번지,11560,11300,0,120,0,11560-8615,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동3가 120번지,11560,11300,0,120,0,11560-8615,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동3가 121번지,11560,11300,0,121,0,11560-9039,1,용도지역코드,1230,준공업지역,준공업지역,20190530
서울특별시 영등포구 당산동3가 126번지,11560,11300,0,126,0,11560-8618,1,용도지역코드,,,준공업지역,20170708
서울특별시 영등포구 당산동3가 126번지,11560,11300,0,126,0,11560-8618,2,용도지구코드,,,주차장정비지구,20170708
서울특별시 영등포구 당산동3가 127-1번지,11560,11300,0,127,1,11560-8619,1,용도지역코드,1230,준공업지역,준공업지역,20220818
서울특별시 영등포구 당산동3가 127-1번지,11560,11300,0,127,1,11560-8619,3,용도구역코드,300,지구단위계획구역,지구단위계획구역,20220818
서울특별시 영등포구 당산동3가 131번지,11560,11300,0,131,0,11560-8624,2,용도지구코드,,,주차장정비지구,20220523
서울특별시 영등포구 당산동3가 131번지,11560,11300,0,131,0,11560-8624,1,용도지역코드,,,준공업지역,20220523
서울특별시 영등포구 당산동3가 133번지,11560,11300,0,133,0,11560-8626,2,용도지구코드,,,주차장정비지구,20220822
서울특별시 영등포구 당산동3가 133번지,11560,11300,0,133,0,11560-8626,1,용도지역코드,,,준공업지역,20220822
서울특별시 영등포구 당산동3가 136번지,11560,11300,0,136,0,11560-100252753,1,용도지역코드,UQA330,준공업지역,준공업지역,20200904
서울특별시 영등포구 당산동3가 136번지,11560,11300,0,136,0,11560-100252753,3,용도구역코드,UQQ300,지구단위계획구역,지구단위계획구역,20200904
서울특별시 영등포구 당산동3가 136번지,11560,11300,0,136,0,11560-100252753,1,용도지역코드,UQA001,도시지역,도시지역,20200904
서울특별시 영등포구 당산동3가 139-2번지,11560,11300,0,139,2,11560-8632,1,용도지역코드,0100,도시지역,도시지역,20240131
서울특별시 영등포구 당산동3가 139-2번지,11560,11300,0,139,2,11560-8632,3,용도구역코드,300,지구단위계획구역,지구단위계획구역,20240131
서울특별시 영등포구 당산동3가 139-2번지,11560,11300,0,139,2,11560-8632,1,용도지역코드,1230,준공업지역,준공업지역,20240131
서울특별시 영등포구 당산동3가 139-2번지,11560,11300,0,139,2,11560-8632,2,용도지구코드,103,일반미관지구,일반미관지구,20240131
서울특별시 영등포구 당산동3가 142번지,11560,11300,0,142,0,11560-8634,2,용도지구코드,,,제4종미관지구,20170228
서울특별시 영등포구 당산동3가 142번지,11560,11300,0,142,0,11560-8634,1,용도지역코드,,,준공업지역,20170228
서울특별시 영등포구 당산동3가 150-1번지,11560,11300,0,150,1,11560-8640,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동3가 150-1번지,11560,11300,0,150,1,11560-8640,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동3가 150-2번지,11560,11300,0,150,2,11560-8641,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동3가 150-2번지,11560,11300,0,150,2,11560-8641,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동3가 151-1번지,11560,11300,0,151,1,11560-8642,1,용도지역코드,,,준공업지역,20220224
서울특별시 영등포구 당산동3가 151-1번지,11560,11300,0,151,1,11560-8642,2,용도지구코드,,,주차장정비지구,20220224
서울특별시 영등포구 당산동3가 151-2번지,11560,11300,0,151,2,11560-8643,1,용도지역코드,,,준공업지역,20200721
서울특별시 영등포구 당산동3가 151-2번지,11560,11300,0,151,2,11560-8643,2,용도지구코드,,,주차장정비지구,20200721
서울특별시 영등포구 당산동3가 163번지,11560,11300,0,163,0,11560-8657,3,용도구역코드,300,지구단위계획구역,,20180731
서울특별시 영등포구 당산동3가 163번지,11560,11300,0,163,0,11560-8657,1,용도지역코드,1230,준공업지역,,20180731
서울특별시 영등포구 당산동3가 170번지,11560,11300,0,170,0,11560-8662,3,용도구역코드,300,지구단위계획구역,,20180705
서울특별시 영등포구 당산동3가 170번지,11560,11300,0,170,0,11560-8662,1,용도지역코드,1230,준공업지역,,20180705
서울특별시 영등포구 당산동3가 173번지,11560,11300,0,173,0,11560-8665,2,용도지구코드,,,주차장정비지구,20170419
서울특별시 영등포구 당산동3가 173번지,11560,11300,0,173,0,11560-8665,1,용도지역코드,,,준공업지역,20170419
서울특별시 영등포구 당산동3가 180번지,11560,11300,0,180,0,11560-100199494,1,용도지역코드,UQA330,준공업지역,준공업지역,20231018
서울특별시 영등포구 당산동3가 180번지,11560,11300,0,180,0,11560-100199494,3,용도구역코드,UQQ300,지구단위계획구역,지구단위계획구역,20231018
서울특별시 영등포구 당산동3가 183번지,11560,11300,0,183,0,11560-8675,1,용도지역코드,,,준공업지역,20170209
서울특별시 영등포구 당산동3가 189번지,11560,11300,0,189,0,11560-8677,2,용도지구코드,,,주차장정비지구,20201020
서울특별시 영등포구 당산동3가 189번지,11560,11300,0,189,0,11560-8677,1,용도지역코드,,,준공업지역,20201020
서울특별시 영등포구 당산동3가 194번지,11560,11300,0,194,0,11560-8682,2,용도지구코드,,,주차장정비지구,20170218
서울특별시 영등포구 당산동3가 194번지,11560,11300,0,194,0,11560-8682,1,용도지역코드,,,준공업지역,20170218
서울특별시 영등포구 당산동3가 195-1번지,11560,11300,0,195,1,11560-8684,2,용도지구코드,,,주차장정비지구,20211118
서울특별시 영등포구 당산동3가 195-1번지,11560,11300,0,195,1,11560-8684,1,용도지역코드,,,준공업지역,20211118
서울특별시 영등포구 당산동3가 198번지,11560,11300,0,198,0,11560-100248750,2,용도지구코드,UQG130,일반미관지구,일반미관지구,20210825
서울특별시 영등포구 당산동3가 198번지,11560,11300,0,198,0,11560-100248750,3,용도구역코드,UQQ300,지구단위계획구역,지구단위계획구역,20210825
서울특별시 영등포구 당산동3가 198번지,11560,11300,0,198,0,11560-100248750,1,용도지역코드,UQA330,준공업지역,준공업지역,20210825
서울특별시 영등포구 당산동3가 2-7번지,11560,11300,0,2,7,11560-100226798,2,용도지구코드,UQG130,일반미관지구,일반미관지구,20191108
서울특별시 영등포구 당산동3가 2-7번지,11560,11300,0,2,7,11560-100226798,1,용도지역코드,UQA330,준공업지역,준공업지역,20191108
서울특별시 영등포구 당산동3가 2-7번지,11560,11300,0,2,7,11560-100226798,1,용도지역코드,UQA001,도시지역,도시지역,20191108
서울특별시 영등포구 당산동3가 206번지,11560,11300,0,206,0,11560-8688,2,용도지구코드,103,일반미관지구,일반미관지구,20210507
서울특별시 영등포구 당산동3가 206번지,11560,11300,0,206,0,11560-8688,3,용도구역코드,301,제1종지구단위계획구역,제1종지구단위계획구역,20210507
서울특별시 영등포구 당산동3가 206번지,11560,11300,0,206,0,11560-8688,1,용도지역코드,1230,준공업지역,준공업지역,20210507
서울특별시 영등포구 당산동3가 220번지,11560,11300,0,220,0,11560-8702,1,용도지역코드,,,준공업지역,20220915
서울특별시 영등포구 당산동3가 220번지,11560,11300,0,220,0,11560-8702,2,용도지구코드,,,주차장정비지구,20220915
서울특별시 영등포구 당산동3가 223-2번지,11560,11300,0,223,2,11560-8704,1,용도지역코드,,,준공업지역,20231129
서울특별시 영등포구 당산동3가 223-2번지,11560,11300,0,223,2,11560-8704,2,용도지구코드,,,주차장정비지구,20231129
서울특별시 영등포구 당산동3가 225-1번지,11560,11300,0,225,1,11560-8712,1,용도지역코드,,,준공업지역,20231019
서울특별시 영등포구 당산동3가 225-1번지,11560,11300,0,225,1,11560-8712,2,용도지구코드,,,주차장정비지구,20231019
서울특별시 영등포구 당산동3가 225-2번지,11560,11300,0,225,2,11560-8713,1,용도지역코드,,,준공업지역,20170412
서울특별시 영등포구 당산동3가 225-2번지,11560,11300,0,225,2,11560-8713,2,용도지구코드,,,주차장정비지구,20170412
서울특별시 영등포구 당산동3가 226-1번지,11560,11300,0,226,1,11560-8714,1,용도지역코드,,,준공업지역,20221212
서울특별시 영등포구 당산동3가 226-1번지,11560,11300,0,226,1,11560-8714,2,용도지구코드,,,주차장정비지구,20221212
서울특별시 영등포구 당산동3가 226-2번지,11560,11300,0,226,2,11560-8715,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동3가 226-2번지,11560,11300,0,226,2,11560-8715,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동3가 227-1번지,11560,11300,0,227,1,11560-8716,1,용도지역코드,,,준공업지역,20200603
서울특별시 영등포구 당산동3가 227-1번지,11560,11300,0,227,1,11560-8716,2,용도지구코드,,,주차장정비지구,20200603
서울특별시 영등포구 당산동3가 227-2번지,11560,11300,0,227,2,11560-8717,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동3가 227-2번지,11560,11300,0,227,2,11560-8717,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동3가 228-15번지,11560,11300,0,228,15,11560-8731,1,용도지역코드,,,준공업지역,20210527
서울특별시 영등포구 당산동3가 228-15번지,11560,11300,0,228,15,11560-8731,2,용도지구코드,,,주차장정비지구,20210527
서울특별시 영등포구 당산동3가 228-17번지,11560,11300,0,228,17,11560-8732,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동3가 228-21번지,11560,11300,0,228,21,11560-8735,2,용도지구코드,,,주차장정비지구,20170304
서울특별시 영등포구 당산동3가 228-21번지,11560,11300,0,228,21,11560-8735,1,용도지역코드,,,준공업지역,20170304
서울특별시 영등포구 당산동3가 228-22번지,11560,11300,0,228,22,11560-8736,1,용도지역코드,,,준공업지역,20170412
서울특별시 영등포구 당산동3가 228-23번지,11560,11300,0,228,23,11560-8737,1,용도지역코드,1230,준공업지역,준공업지역,20240122
서울특별시 영등포구 당산동3가 228-2번지,11560,11300,0,228,2,11560-8720,1,용도지역코드,1230,준공업지역,준공업지역,20230120
서울특별시 영등포구 당산동3가 228-3번지,11560,11300,0,228,3,11560-8721,1,용도지역코드,,,준공업지역,20220825
서울특별시 영등포구 당산동3가 232-1번지,11560,11300,0,232,1,11560-8740,1,용도지역코드,1230,준공업지역,준공업지역,20190315
서울특별시 영등포구 당산동3가 233번지,11560,11300,0,233,0,11560-8741,3,용도구역코드,300,지구단위계획구역,,20230927
서울특별시 영등포구 당산동3가 233번지,11560,11300,0,233,0,11560-8741,1,용도지역코드,1230,준공업지역,,20230927
서울특별시 영등포구 당산동3가 233번지,11560,11300,0,233,0,11560-8741,2,용도지구코드,,,,20230927
서울특별시 영등포구 당산동3가 235-1번지,11560,11300,0,235,1,11560-100194334,3,용도구역코드,301,제1종지구단위계획구역,제1종지구단위계획구역,20190530
서울특별시 영등포구 당산동3가 235-1번지,11560,11300,0,235,1,11560-100194334,1,용도지역코드,1230,준공업지역,준공업지역,20190530
서울특별시 영등포구 당산동3가 245번지,11560,11300,0,245,0,11560-8754,3,용도구역코드,300,지구단위계획구역,,20230830
서울특별시 영등포구 당산동3가 245번지,11560,11300,0,245,0,11560-8754,1,용도지역코드,1230,준공업지역,,20230830
서울특별시 영등포구 당산동3가 249번지,11560,11300,0,249,0,11560-8757,2,용도지구코드,,,주차장정비지구,20190315
서울특별시 영등포구 당산동3가 249번지,11560,11300,0,249,0,11560-8757,1,용도지역코드,,,준공업지역,20190315
서울특별시 영등포구 당산동3가 25-6번지,11560,11300,0,25,6,11560-8520,2,용도지구코드,,,주차장정비지구,20180301
서울특별시 영등포구 당산동3가 25-6번지,11560,11300,0,25,6,11560-8520,1,용도지역코드,,,준공업지역,20180301
서울특별시 영등포구 당산동3가 250번지,11560,11300,0,250,0,11560-8759,1,용도지역코드,1230,준공업지역,준공업지역,20240202
서울특별시 영등포구 당산동3가 257-14번지,11560,11300,0,257,14,11560-8769,2,용도지구코드,,,주차장정비지구,20170728
서울특별시 영등포구 당산동3가 257-14번지,11560,11300,0,257,14,11560-8769,1,용도지역코드,,,준공업지역,20170728
서울특별시 영등포구 당산동3가 257-15번지,11560,11300,0,257,15,11560-8770,1,용도지역코드,,,준공업지역,20211223
서울특별시 영등포구 당산동3가 257-15번지,11560,11300,0,257,15,11560-8770,2,용도지구코드,,,주차장정비지구,20211223
서울특별시 영등포구 당산동3가 257-1번지,11560,11300,0,257,1,11560-8760,1,용도지역코드,1230,준공업지역,,20210510
서울특별시 영등포구 당산동3가 257-1번지,11560,11300,0,257,1,11560-8760,3,용도구역코드,300,지구단위계획구역,,20210510
서울특별시 영등포구 당산동3가 257-1번지,11560,11300,0,257,1,11560-100238327,1,용도지역코드,1230,준공업지역,,20180914
서울특별시 영등포구 당산동3가 257-1번지,11560,11300,0,257,1,11560-100238327,2,용도지구코드,,,,20180914
서울특별시 영등포구 당산동3가 257-1번지,11560,11300,0,257,1,11560-100238327,3,용도구역코드,300,지구단위계획구역,,20180914
서울특별시 영등포구 당산동3가 257-1번지,11560,11300,0,257,1,11560-8760,2,용도지구코드,,,,20210510
서울특별시 영등포구 당산동3가 257-1번지,11560,11300,0,257,1,11560-100238328,3,용도구역코드,300,지구단위계획구역,,20171219
서울특별시 영등포구 당산동3가 257-1번지,11560,11300,0,257,1,11560-100238328,2,용도지구코드,,,,20171219
서울특별시 영등포구 당산동3가 257-1번지,11560,11300,0,257,1,11560-100238328,1,용도지역코드,1230,준공업지역,,20171219
서울특별시 영등포구 당산동3가 257-7번지,11560,11300,0,257,7,11560-8763,2,용도지구코드,,,주차장정비지구,20170517
서울특별시 영등포구 당산동3가 257-7번지,11560,11300,0,257,7,11560-8763,1,용도지역코드,,,준공업지역,20170517
서울특별시 영등포구 당산동3가 26-1번지,11560,11300,0,26,1,11560-8521,1,용도지역코드,1230,준공업지역,준공업지역,20190530
서울특별시 영등포구 당산동3가 26-1번지,11560,11300,0,26,1,11560-8521,3,용도구역코드,300,지구단위계획구역,지구단위계획구역,20190530
서울특별시 영등포구 당산동3가 260번지,11560,11300,0,260,0,11560-8771,3,용도구역코드,,,지구단위계획구역,20230816
서울특별시 영등포구 당산동3가 260번지,11560,11300,0,260,0,11560-8771,1,용도지역코드,1230,준공업지역,준공업지역,20230816
서울특별시 영등포구 당산동3가 279번지,11560,11300,0,279,0,11560-8777,2,용도지구코드,,,주차장정비지구,20170209
서울특별시 영등포구 당산동3가 279번지,11560,11300,0,279,0,11560-8777,1,용도지역코드,,,준공업지역,20170209
서울특별시 영등포구 당산동3가 27번지,11560,11300,0,27,0,11560-8522,2,용도지구코드,,,주차장정비지구,20170531
서울특별시 영등포구 당산동3가 27번지,11560,11300,0,27,0,11560-8522,1,용도지역코드,,,일반주거지역,20170531
서울특별시 영등포구 당산동3가 290번지,11560,11300,0,290,0,11560-8783,3,용도구역코드,301,제1종지구단위계획구역,지구단위계획구역,20221101
서울특별시 영등포구 당산동3가 290번지,11560,11300,0,290,0,11560-8783,1,용도지역코드,1230,준공업지역,준공업지역,20221101
서울특별시 영등포구 당산동3가 295-1번지,11560,11300,0,295,1,11560-8785,1,용도지역코드,UQA330,준공업지역,,20171205
서울특별시 영등포구 당산동3가 295-1번지,11560,11300,0,295,1,11560-8785,3,용도구역코드,UQQ310,제1종지구단위계획구역,,20171205
서울특별시 영등포구 당산동3가 298번지,11560,11300,0,298,0,11560-8786,2,용도지구코드,,,주차장정비지구,20210512
서울특별시 영등포구 당산동3가 298번지,11560,11300,0,298,0,11560-8786,1,용도지역코드,,,준공업지역,20210512
