carpark_nm,carpark_gbn,carpark_type,slots,lon,lat
영등포본동 03구역,거주자우선,구간,,126.902969356756,37.5129222450026
영등포본동 03구역,거주자우선,구간,,126.903040009057,37.5129538381535
영등포본동 03구역,거주자우선,구간,,126.903113492055,37.5129831810743
영등포본동 03구역,거주자우선,구간,,126.903178497749,37.5130080119818
영등포본동 03구역,거주자우선,구간,,126.903249158942,37.513032847486
영등포본동 03구역,거주자우선,구간,,126.903316986642,37.5130621856475
영등포본동 03구역,거주자우선,구간,,126.903387636318,37.5130960310972
영등포본동 03구역,거주자우선,구간,,126.903463944422,37.5131276286196
영등포본동 03구역,거주자우선,구간,,126.903531786788,37.5131457041222
영등포본동 03구역,거주자우선,구간,,126.903608103695,37.5131705440301
영등포본동 03구역,거주자우선,구간,,126.903670281981,37.513195372359
영등포본동 03구역,거주자우선,구간,,126.903732460309,37.5132202006551
영등포본동 03구역,거주자우선,구간,,126.903873800844,37.5132563559152
영등포본동 03구역,거주자우선,구간,,126.90393883301,37.5132609138402
영등포본동 04구역,거주자우선,구간,,126.914863902728,37.516909347926
영등포본동 04구역,거주자우선,구간,,126.914796036284,37.5169070464806
영등포본동 04구역,거주자우선,구간,,126.914733833282,37.5168979915601
영등포본동 04구역,거주자우선,구간,,126.914680111355,37.5168911952417
영등포본동 04구역,거주자우선,구간,,126.914626386872,37.5168866514051
영등포본동 04구역,거주자우선,구간,,126.914578320711,37.5168798591283
영등포본동 04구역,거주자우선,구간,,126.914510454302,37.5168775575188
영등포본동 04구역,거주자우선,구간,,126.914445410629,37.5168797629314
영등포본동 04구역,거주자우선,구간,,126.914349278358,37.5168661782108
영등포본동 04구역,거주자우선,구간,,126.914069370535,37.5168209247394
영등포본동 04구역,거주자우선,구간,,126.913978883808,37.5168163538574
영등포본동 04구역,거주자우선,구간,,126.913894055423,37.5168095345229
영등포본동 04구역,거주자우선,구간,,126.913831847433,37.5168049841401
영등포본동 04구역,거주자우선,구간,,126.913744191204,37.5167981626349
영등포본동 04구역,거주자우선,구간,,126.913667846473,37.5167913493331
영등포본동 04구역,거주자우선,구간,,126.913591496562,37.5167890409945
영등포본동 04구역,거주자우선,구간,,126.913517979726,37.5167822296645
영등포본동 04구역,거주자우선,구간,,126.913447290772,37.516775420361
영등포본동 04구역,거주자우선,구간,,126.913370943489,37.5167708593736
영등포본동 04구역,거주자우선,구간,,126.913320044436,37.5167685695233
영등포본동 04구역,거주자우선,구간,,126.913246525037,37.5167640105307
영등포본동 04구역,거주자우선,구간,,126.913184317125,37.516759459807
영등포본동 04구역,거주자우선,구간,,126.913113628224,37.5167526503039
영등포본동 04구역,거주자우선,구간,,126.913051417715,37.5167503520165
영등포본동 04구역,거주자우선,구간,,126.91299204031,37.5167435507669
영등포본동 04구역,거주자우선,구간,,126.912929827196,37.5167435049218
영등포본동 04구역,거주자우선,구간,,126.91286762194,37.5167367015249
영등포본동 04구역,거주자우선,구간,,126.912791277352,37.5167298876566
영등포본동 04구역,거주자우선,구간,,126.912737550478,37.5167275954674
영등포본동 04구역,거주자우선,개별,,126.90896605416,37.5136725995162
영등포본동 04구역,거주자우선,구간,,126.907887570312,37.5145750195714
영등포본동 04구역,거주자우선,구간,,126.907695103273,37.5147190298937
영등포본동 04구역,거주자우선,구간,,126.907768681306,37.5146740371913
영등포본동 04구역,거주자우선,구간,,126.90780547029,37.5146515408227
영등포본동 04구역,거주자우선,구간,,126.907825292519,37.5146290312035
영등포본동 04구역,거주자우선,구간,,126.907830964717,37.5146155205759
영등포본동 04구역,거주자우선,구간,,126.90785360087,37.5146042756924
영등포본동 04구역,거주자우선,구간,,126.907890398098,37.5145750217766
영등포본동 04구역,거주자우선,구간,,126.907904548103,37.5145660227742
영등포본동 04구역,거주자우선,구간,,126.90792152589,37.5145570259746
신길1동 01구역,거주자우선,구간,,126.920622108587,37.5162984232543
신길1동 01구역,거주자우선,구간,,126.920879569211,37.5161792130445
신길1동 01구역,거주자우선,구간,,126.92093332209,37.5161567239533
신길1동 01구역,거주자우선,구간,,126.920989907532,37.5161297317153
신길1동 01구역,거주자우선,구간,,126.921040832497,37.5161072406833
신길1동 01구역,거주자우선,구간,,126.921080441309,37.516089247086
신길1동 01구역,거주자우선,구간,,126.921151170605,37.5160577592026
신길1동 01구역,거주자우선,구간,,126.921196432682,37.5160420218487
신길1동 01구역,거주자우선,구간,,126.921349209484,37.5159722959109
신길1동 01구역,거주자우선,구간,,126.921400129509,37.5159543097373
신길1동 01구역,거주자우선,구간,,126.921436907953,37.5159385666452
신길1동 01구역,거주자우선,구간,,126.921485007176,37.5159138210326
신길1동 01구역,거주자우선,구간,,126.921541585162,37.5158935860501
신길1동 01구역,거주자우선,구간,,126.921606656052,37.5158643466426
신길1동 01구역,거주자우선,구간,,126.921663243386,37.5158351015729
신길1동 01구역,거주자우선,개별,,126.923397445447,37.5151131836543
신길1동 01구역,거주자우선,구간,,126.917355814846,37.516408808437
신길1동 01구역,거주자우선,구간,,126.917369966547,37.5163975557958
신길1동 01구역,거주자우선,구간,,126.917375642126,37.5163795396986
신길1동 01구역,거주자우선,구간,,126.917386968447,37.5163660325705
신길1동 01구역,거주자우선,구간,,126.917398294763,37.5163525254412
신길1동 01구역,거주자우선,구간,,126.917412458858,37.5163300102612
신길1동 01구역,거주자우선,구간,,126.917420967239,37.5163074911254
신길1동 01구역,거주자우선,구간,,126.917432298504,37.5162894789793
신길1동 01구역,거주자우선,구간,,126.917435151172,37.5162669558886
신길1동 01구역,거주자우선,구간,,126.917443664502,37.5162399317374
신길1동 01구역,거주자우선,구간,,126.917449345014,37.5162174106226
신길1동 01구역,거주자우선,구간,,126.917449372307,37.5161926330481
신길1동 01구역,거주자우선,구간,,126.917460708509,37.5161701158852
신길1동 01구역,거주자우선,구간,,126.917463563645,37.5161453402866
신길1동 01구역,거주자우선,구간,,126.917466418779,37.5161205646877
신길1동 01구역,거주자우선,구간,,126.917469276392,37.5160935365819
신길1동 01구역,거주자우선,구간,,126.917480615053,37.5160687669099
신길1동 01구역,거주자우선,구간,,126.917477819454,37.5160394823454
신길1동 01구역,거주자우선,구간,,126.917489158104,37.5160147126723
신길1동 01구역,거주자우선,구간,,126.917497668906,37.5159899410229
신길1동 01구역,거주자우선,구간,,126.917509005063,37.5159674238545
신길1동 01구역,거주자우선,구간,,126.917511865133,37.5159381432401
신길1동 01구역,거주자우선,구간,,126.917506226812,37.515922371742
신길1동 01구역,거주자우선,구간,,126.91732201476,37.516287149326
신길1동 01구역,거주자우선,구간,,126.917336196258,37.5162488666076
신길1동 01구역,거주자우선,개별,,126.923958727268,37.5137575357462
신길1동 01구역,거주자우선,구간,,126.924083173671,37.5137328381912
신길1동 01구역,거주자우선,구간,,126.924148234855,37.513710354894
신길1동 01구역,거주자우선,구간,,126.924201984983,37.5136878643029
신길1동 01구역,거주자우선,구간,,126.924284010339,37.5136676443252
신길1동 01구역,거주자우선,구간,,126.924340581327,37.5136519130077
신길1동 01구역,거주자우선,구간,,126.924399984588,37.5136316784568
신길1동 02구역,거주자우선,구간,,126.918184539025,37.5110799479987
신길1동 02구역,거주자우선,구간,,126.918122271552,37.5111339651043
신길1동 02구역,거주자우선,구간,,126.918071317089,37.5111857375135
신길1동 02구역,거주자우선,구간,,126.918023204998,37.5112239968103
신길1동 02구역,거주자우선,구간,,126.917989236099,37.5112577608869
신길1동 02구역,거주자우선,구간,,126.917941118988,37.5113005251671
신길1동 02구역,거주자우선,구간,,126.917901502088,37.511327527763
신길1동 02구역,거주자우선,구간,,126.917876021021,37.5113567926847
신길1동 02구역,거주자우선,구간,,126.917819413371,37.5114063085422
신길1동 02구역,거주자우선,구간,,126.917751472721,37.5114760890743
신길1동 02구역,거주자우선,구간,,126.917683549261,37.5115301020062
신길1동 02구역,거주자우선,구간,,126.917624106251,37.5115863733234
신길1동 02구역,거주자우선,구간,,126.917550519813,37.5116471397591
신길1동 02구역,거주자우선,구간,,126.91748826133,37.5116921464902
신길1동 02구역,거주자우선,구간,,126.91744013373,37.5117439205965
신길1동 02구역,거주자우선,구간,,126.91739484864,37.5117821816093
신길1동 02구역,거주자우선,개별,,126.920053222966,37.5114528917703
신길1동 02구역,거주자우선,개별,,126.920222350914,37.5119530633993
신길1동 02구역,거주자우선,개별,,126.922086046662,37.5089945082834
신길1동 02구역,거주자우선,개별,,126.92209717438,37.509170211504
신길1동 02구역,거주자우선,개별,,126.922471474775,37.510880113571
신길1동 02구역,거주자우선,개별,,126.922174452433,37.5109947962874
신길1동 02구역,거주자우선,개별,,126.922236719211,37.5109385245318
신길1동 02구역,거주자우선,구간,,126.92211744065,37.5114362507654
신길1동 02구역,거주자우선,구간,,126.922154207369,37.5114295174706
신길1동 02구역,거주자우선,구간,,126.922207944768,37.5114182903213
신길1동 02구역,거주자우선,구간,,126.922374828534,37.5113688448811
신길1동 02구역,거주자우선,구간,,126.922459674846,37.5113531330361
신길1동 02구역,거주자우선,개별,,126.922728375114,37.5112834812952
신길1동 02구역,거주자우선,개별,,126.922799089901,37.5112610024293
신길1동 02구역,거주자우선,구간,,126.921397548337,37.5103264124397
신길1동 02구역,거주자우선,구간,,126.921400342897,37.5103579494505
신길1동 02구역,거주자우선,구간,,126.921405958004,37.5103962458703
신길1동 03구역,거주자우선,개별,,126.916001200315,37.5114253021442
신길1동 03구역,거주자우선,개별,,126.91603808364,37.5113149553607
신길1동 03구역,거주자우선,개별,,126.91605509251,37.5112766747735
신길1동 03구역,거주자우선,개별,,126.916120700946,37.5107654015044
신길1동 03구역,거주자우선,개별,,126.916081091241,37.5107856459655
신길1동 03구역,거주자우선,개별,,126.91626525298,37.5104591626187
신길1동 03구역,거주자우선,개별,,126.916875904087,37.5105654619252
신길1동 03구역,거주자우선,개별,,126.916497091199,37.510484104356
신길1동 03구역,거주자우선,개별,,126.915920665928,37.5101165362088
신길1동 03구역,거주자우선,개별,,126.915912261403,37.5100467023905
신길1동 03구역,거주자우선,개별,,126.915895351307,37.5099971351128
신길1동 03구역,거주자우선,개별,,126.915940676496,37.5099228345175
신길1동 03구역,거주자우선,개별,,126.915915291159,37.5098665036773
신길1동 03구역,거주자우선,개별,,126.915847484162,37.5098169001495
신길1동 03구역,거주자우선,개별,,126.915844770352,37.5097155352234
신길1동 03구역,거주자우선,개별,,126.915819400335,37.5096456893057
신길1동 03구역,거주자우선,개별,,126.915865091975,37.5092447748889
신길1동 03구역,거주자우선,개별,,126.915859527824,37.5091636805238
신길1동 03구역,거주자우선,개별,,126.915856520722,37.5093236066732
신길1동 03구역,거주자우선,개별,,126.915833803902,37.5094091859107
신길1동 03구역,거주자우선,개별,,126.914550505822,37.5090320951873
신길1동 03구역,거주자우선,개별,,126.915240427222,37.5090393497918
신길1동 03구역,거주자우선,개별,,126.915347895548,37.5090214067676
신길1동 03구역,거주자우선,개별,,126.915432730502,37.5090147099999
신길1동 03구역,거주자우선,개별,,126.915509082708,37.5090080071041
신길1동 03구역,거주자우선,개별,,126.91557411952,37.5090058010945
신길1동 03구역,거주자우선,개별,,126.915738146843,37.5089811405921
신길1동 03구역,거주자우선,개별,,126.915673110057,37.508983346692
신길1동 03구역,거주자우선,개별,,126.915938935063,37.5089542535167
신길1동 03구역,거주자우선,개별,,126.91601529221,37.5089430452746
신길1동 03구역,거주자우선,개별,,126.916128412842,37.5089273580696
신길1동 03구역,거주자우선,개별,,126.916227400594,37.5089071557115
신길1동 03구역,거주자우선,개별,,126.91654975901,37.5088938688199
신길1동 03구역,거주자우선,개별,,126.916609135536,37.5088961632639
신길1동 03구역,거주자우선,개별,,126.916758994405,37.5088985214755
신길1동 03구역,거주자우선,개별,,126.917103128835,37.509648849699
신길1동 03구역,거주자우선,개별,,126.917238831323,37.5096692174547
신길1동 03구역,거주자우선,개별,,126.917332129776,37.5096805453415
신길1동 03구역,거주자우선,구간,,126.920782500314,37.509025176429
신길1동 03구역,거주자우선,구간,,126.92071743981,37.5090499104034
신길1동 03구역,거주자우선,구간,,126.920677832251,37.5090701564143
신길1동 03구역,거주자우선,구간,,126.920957938419,37.5089036583422
신길1동 03구역,거주자우선,구간,,126.920997548189,37.5088811597269
신길1동 03구역,거주자우선,구간,,126.921062606082,37.508858678107
신길1동 03구역,거주자우선,개별,,126.921215342314,37.5088137298488
신길1동 03구역,거주자우선,구간,,126.921681947887,37.5087599798657
신길1동 03구역,거주자우선,구간,,126.921730014195,37.5087622642363
신길1동 03구역,거주자우선,구간,,126.921814834197,37.5087690779429
신길1동 03구역,거주자우선,구간,,126.921882677065,37.5087871429196
신길1동 03구역,거주자우선,구간,,126.920039250919,37.5086462537315
신길1동 03구역,거주자우선,구간,,126.92003083551,37.508583177714
신길1동 03구역,거주자우선,구간,,126.920022403293,37.5085358692643
신길1동 03구역,거주자우선,구간,,126.9200139807,37.5084795507741
신길1동 03구역,거주자우선,구간,,126.920002749794,37.5084052102887
신길1동 03구역,거주자우선,구간,,126.91999149487,37.5083533949006
신길1동 03구역,거주자우선,구간,,126.919980254388,37.5082880644513
신길1동 03구역,거주자우선,구간,,126.919921231949,37.5079546527314
신길1동 03구역,거주자우선,구간,,126.919912790246,37.5079163543092
신길1동 03구역,거주자우선,구간,,126.919904367804,37.5078600358055
신길1동 03구역,거주자우선,구간,,126.919898758466,37.5078172342787
신길1동 03구역,거주자우선,구간,,126.919887494072,37.5077744289163
신길1동 03구역,거주자우선,개별,,126.92071239457,37.5084732640981
신길1동 03구역,거주자우선,개별,,126.914110618159,37.5104395954881
신길1동 03구역,거주자우선,개별,,126.91413333726,37.5103540165997
신길1동 03구역,거주자우선,구간,,126.918156294444,37.5110506457956
신길1동 03구역,거주자우선,구간,,126.918113842716,37.5110844040311
신길1동 03구역,거주자우선,구간,,126.918079871459,37.5111204206435
신길1동 03구역,거주자우선,구간,,126.918045905096,37.5111519322283
신길1동 03구역,거주자우선,구간,,126.918006288312,37.5111789348602
신길1동 03구역,거주자우선,구간,,126.917955346067,37.5112194446752
신길1동 03구역,거주자우선,구간,,126.917887408181,37.5112869727793
신길1동 03구역,거주자우선,구간,,126.917771357845,37.5113927600363
신길1동 03구역,거주자우선,구간,,126.91773455367,37.5114332795958
신길1동 03구역,거주자우선,구간,,126.917697769243,37.5114557790748
신길1동 03구역,거주자우선,구간,,126.917663805041,37.5114850380389
신길1동 03구역,거주자우선,구간,,126.917624178042,37.5115210505751
신길1동 03구역,거주자우선,구간,,126.917584546051,37.5115615681148
신길1동 03구역,거주자우선,구간,,126.917443028397,37.5116831048435
신길1동 03구역,거주자우선,구간,,126.917380759888,37.5117371215516
신길1동 03구역,거주자우선,구간,,126.917343965269,37.5117686309527
신길1동 04구역,거주자우선,구간,,126.918632547705,37.5151482899922
신길1동 04구역,거주자우선,구간,,126.918689015908,37.5152294191993
신길1동 04구역,거주자우선,구간,,126.918773733088,37.5153375979144
신길1동 04구역,거주자우선,구간,,126.918824543507,37.5154209756722
신길1동 04구역,거주자우선,구간,,126.918897961994,37.5155178839853
신길1동 04구역,거주자우선,구간,,126.918954425889,37.5156035180753
신길1동 04구역,거주자우선,구간,,126.919036301444,37.5157252096981
신길3동 01구역,거주자우선,구간,,126.900524918452,37.5032344129193
신길3동 01구역,거주자우선,구간,,126.900493769681,37.5032704268961
신길3동 01구역,거주자우선,구간,,126.900448475103,37.5033131864837
신길3동 01구역,거주자우선,구간,,126.900397534724,37.5033491837539
신길3동 01구역,거주자우선,구간,,126.900360731116,37.5033851929268
신길3동 01구역,거주자우선,구간,,126.900306957291,37.5034256927936
신길3동 01구역,거주자우선,구간,,126.900272977973,37.5034639568353
신길3동 01구역,거주자우선,구간,,126.900227692144,37.5034999588047
신길3동 01구역,거주자우선,구간,,126.900182409271,37.503533708246
신길3동 01구역,거주자우선,구간,,126.900142769098,37.503576472492
신길3동 01구역,거주자우선,구간,,126.900097483139,37.5036124744107
신길3동 01구역,거주자우선,구간,,126.900046524371,37.5036619865901
신길3동 01구역,거주자우선,구간,,126.899995574549,37.5037047412156
신길3동 01구역,거주자우선,구간,,126.899950276418,37.5037497531186
신길3동 01구역,거주자우선,구간,,126.899896493088,37.5037970103267
신길3동 02구역,거주자우선,개별,,126.90572118517,37.5080680608362
신길3동 02구역,거주자우선,개별,,126.905625108329,37.5080206813746
신길3동 02구역,거주자우선,개별,,126.905534681007,37.5079778113756
신길3동 02구역,거주자우선,개별,,126.905478155818,37.5079574935549
신길3동 02구역,거주자우선,개별,,126.905384901121,37.5079146211784
신길3동 02구역,거주자우선,개별,,126.905285991465,37.5078717441938
신길3동 02구역,거주자우선,구간,,126.904901669793,37.5076957395135
신길3동 02구역,거주자우선,구간,,126.904836670989,37.5076686570282
신길3동 02구역,거주자우선,개별,,126.904802800748,37.5076213269936
신길3동 02구역,거주자우선,개별,,126.904729322338,37.5075919851033
신길3동 02구역,거주자우선,개별,,126.904593670039,37.5075378153395
신길3동 02구역,거주자우선,개별,,126.904483408206,37.5075287161857
신길3동 02구역,거주자우선,개별,,126.90431949539,37.5074632606932
신길3동 02구역,거주자우선,개별,,126.904226531182,37.5071940102089
신길3동 02구역,거주자우선,개별,,126.904335296909,37.5070456578183
신길3동 02구역,거주자우선,개별,,126.904271857598,37.5071264715973
신길3동 02구역,거주자우선,구간,,126.904193284774,37.5066590116857
신길3동 02구역,거주자우선,구간,,126.904215956479,37.5066184848564
신길3동 02구역,거주자우선,구간,,126.904235849589,37.5065396630662
신길3동 02구역,거주자우선,구간,,126.904233108429,37.5064720854837
신길3동 02구역,거주자우선,구간,,126.90421903146,37.5064247713178
신길3동 02구역,거주자우선,구간,,126.904080686737,37.506266983217
신길3동 02구역,거주자우선,구간,,126.904027114699,37.5061498090738
신길3동 02구역,거주자우선,구간,,126.904015856735,37.506109254708
신길3동 02구역,거주자우선,개별,,126.90511376852,37.5076688799385
신길3동 02구역,거주자우선,개별,,126.905303146897,37.5072734908629
신길3동 02구역,거주자우선,개별,,126.905397535891,37.5068649608515
신길3동 02구역,거주자우선,개별,,126.905434517801,37.5066870420214
신길3동 02구역,거주자우선,개별,,126.905493966055,37.5066307767986
신길3동 02구역,거주자우선,개별,,126.905615715303,37.5064979759327
신길3동 02구역,거주자우선,개별,,126.905661040046,37.5064304367779
신길3동 02구역,거주자우선,개별,,126.905782904736,37.5062052828297
신길3동 02구역,거주자우선,개별,,126.90498261349,37.5062969948041
신길3동 02구역,거주자우선,개별,,126.906361557148,37.5069896171231
신길3동 02구역,거주자우선,개별,,126.906392642776,37.5070031568319
신길3동 02구역,거주자우선,개별,,126.906420900914,37.5070166942926
신길3동 02구역,거주자우선,개별,,126.905641956459,37.5058672934941
신길3동 02구역,거주자우선,개별,,126.905726750457,37.505891012575
신길3동 02구역,거주자우선,개별,,126.90500479944,37.5066393944769
신길3동 02구역,거주자우선,개별,,126.904860669068,37.5065829656815
신길3동 02구역,거주자우선,구간,,126.904936539868,37.5069546912304
신길3동 02구역,거주자우선,구간,,126.905024140967,37.5069953069097
신길3동 02구역,거주자우선,구간,,126.905077834954,37.5070178751873
신길3동 03구역,거주자우선,개별,,126.906853405071,37.5071003790702
신길3동 03구역,거주자우선,개별,,126.906918432082,37.5071049353526
신길3동 03구역,거주자우선,개별,,126.906777132474,37.5070440061056
신길3동 03구역,거주자우선,개별,,126.9070286042,37.5071861125411
신길3동 03구역,거주자우선,개별,,126.907054048978,37.5071883850767
신길3동 03구역,거주자우선,개별,,126.907351073714,37.5070782453366
신길3동 03구역,거주자우선,개별,,126.907676242195,37.5070739949047
신길3동 03구역,거주자우선,개별,,126.907758242572,37.507071806454
신길3동 03구역,거주자우선,개별,,126.908484968736,37.5070250689571
신길3동 03구역,거주자우선,개별,,126.90861222554,37.5070093998951
신길3동 03구역,거주자우선,개별,,126.908931776964,37.5069736064943
신길3동 03구역,거주자우선,개별,,126.908255938332,37.5070271438102
신길3동 03구역,거주자우선,개별,,126.908832798031,37.5069870452167
신길3동 03구역,거주자우선,개별,,126.909381559111,37.5068005089765
신길3동 03구역,거주자우선,개별,,126.909491586603,37.5070033194063
신길3동 03구역,거주자우선,개별,,126.909765252308,37.5075035863965
신길3동 03구역,거주자우선,개별,,126.909581724324,37.5072872049293
신길3동 03구역,거주자우선,개별,,126.909722942586,37.5074179586229
신길3동 03구역,거주자우선,개별,,126.909799114791,37.5075599250517
신길3동 03구역,거주자우선,개별,,126.909934573348,37.507778522042
신길3동 03구역,거주자우선,구간,,126.910791264133,37.5078219698518
신길3동 03구역,거주자우선,구간,,126.910720586562,37.5078129064077
신길3동 03구역,거주자우선,개별,,126.910067418635,37.507819168466
신길3동 03구역,거주자우선,개별,,126.909736399412,37.5079833493284
신길3동 03구역,거주자우선,구간,,126.909232803085,37.508226234675
신길3동 03구역,거주자우선,구간,,126.909238387272,37.5082848042627
신길3동 03구역,거주자우선,구간,,126.909178967799,37.5083185462632
신길3동 03구역,거주자우선,구간,,126.909128030929,37.5083522947595
신길3동 03구역,거주자우선,구간,,126.908350195288,37.5085634298778
신길3동 03구역,거주자우선,구간,,126.908268196052,37.5085633662276
신길3동 03구역,거주자우선,구간,,126.908191840902,37.5085723169525
신길3동 03구역,거주자우선,개별,,126.907535630234,37.5087475009844
신길3동 03구역,거주자우선,개별,,126.907611996745,37.5087295406482
신길3동 03구역,거주자우선,구간,,126.907730798881,37.508693593328
신길3동 03구역,거주자우선,구간,,126.907790199906,37.5086756196229
신길3동 03구역,거주자우선,구간,,126.907852420159,37.5086644056209
신길3동 03구역,거주자우선,구간,,126.907906163239,37.5086486799548
신길3동 03구역,거주자우선,구간,,126.907957081499,37.5086306995518
신길3동 03구역,거주자우선,구간,,126.908005163881,37.508619474452
신길3동 03구역,거주자우선,구간,,126.90674417497,37.5085351427423
신길3동 03구역,거주자우선,구간,,126.906809136013,37.5085937593026
신길3동 03구역,거주자우선,구간,,126.906871277989,37.5086456160704
신길3동 03구역,거주자우선,구간,,126.906922106996,37.5086997164025
신길3동 03구역,거주자우선,개별,,126.908979026729,37.5076471439334
신길3동 03구역,거주자우선,개별,,126.908933750751,37.5076763916886
신길3동 03구역,거주자우선,개별,,126.908933786323,37.5076471090646
신길3동 03구역,거주자우선,개별,,126.908922522745,37.5076088076825
신길3동 03구역,거주자우선,개별,,126.908919739009,37.5075727653494
신길3동 03구역,거주자우선,개별,,126.908919785533,37.5075344726866
신길3동 03구역,거주자우선,개별,,126.908908521978,37.5074961713024
신길3동 03구역,거주자우선,개별,,126.908891603399,37.5074578655554
신길3동 03구역,거주자우선,개별,,126.908888833371,37.5074105606726
신길3동 03구역,거주자우선,개별,,126.908888882648,37.5073700154991
신길3동 03구역,거주자우선,개별,,126.909024313605,37.5076088861224
신길3동 03구역,거주자우선,개별,,126.90905826302,37.5075931446826
신길4동 01구역,거주자우선,개별,,126.913466266734,37.5101372887691
신길4동 01구역,거주자우선,개별,,126.913618914065,37.51017569318
신길4동 01구역,거주자우선,개별,,126.913675445734,37.5101937545935
신길4동 01구역,거주자우선,개별,,126.913830936448,37.5102186457437
신길4동 01구역,거주자우선,개별,,126.914167004015,37.5100913983155
신길4동 01구역,거주자우선,개별,,126.914135235613,37.5101778716407
신길4동 01구역,거주자우선,개별,,126.914057089448,37.5102683657409
신길4동 01구역,거주자우선,개별,,126.913923924671,37.5105002773779
신길4동 01구역,거주자우선,개별,,126.912829926594,37.5102449413995
신길4동 01구역,거주자우선,구간,,126.910960364417,37.5106670189189
신길4동 01구역,거주자우선,구간,,126.910957574239,37.5106354816682
신길4동 01구역,거주자우선,구간,,126.910963258947,37.5106107083373
신길4동 01구역,거주자우선,구간,,126.910968943651,37.5105859350061
신길4동 01구역,거주자우선,구간,,126.910977455987,37.5105611638056
신길4동 01구역,거주자우선,구간,,126.910985965643,37.5105386451129
신길4동 01구역,거주자우선,구간,,126.911002960869,37.5105138803026
신길4동 01구역,거주자우선,구간,,126.911019956083,37.5104891154897
신길4동 01구역,거주자우선,구간,,126.91103130137,37.5104598413977
신길4동 01구역,거주자우선,구간,,126.911045474279,37.5104305694339
신길4동 01구역,거주자우선,개별,,126.913612193832,37.5086462332636
신길4동 02구역,거주자우선,구간,,126.913776451596,37.5084211021384
신길4동 02구역,거주자우선,구간,,126.913742487243,37.50845035999
신길4동 02구역,거주자우선,개별,,126.913581023119,37.5087047757578
신길4동 02구역,거주자우선,개별,,126.913269175238,37.506965608208
신길4동 02구역,거주자우선,개별,,126.913229660632,37.506904761365
신길4동 02구역,거주자우선,개별,,126.913329034383,37.5070381830284
신길4동 02구역,거주자우선,개별,,126.913181684472,37.5068258881932
신길4동 02구역,거주자우선,개별,,126.913130852211,37.5067717905333
신길4동 02구역,거주자우선,구간,,126.914885158485,37.5056625790619
신길4동 02구역,거주자우선,구간,,126.914910559526,37.5057031425866
신길4동 02구역,거주자우선,구간,,126.914918983088,37.5057549564409
신길4동 02구역,거주자우선,구간,,126.914930252011,37.5057910047562
신길4동 02구역,거주자우선,구간,,126.914941515833,37.5058315580914
신길4동 02구역,거주자우선,개별,,126.914711712778,37.506516156135
신길4동 02구역,거주자우선,개별,,126.91465797265,37.5065318849068
신길4동 02구역,거주자우선,개별,,126.914618362224,37.5065543814045
신길4동 02구역,거주자우선,개별,,126.914519364308,37.506585844977
신길4동 02구역,거주자우선,개별,,126.914327033499,37.5066397659328
신길4동 02구역,거주자우선,개별,,126.914409064076,37.5066105427411
신길4동 02구역,거주자우선,개별,,126.91447129448,37.506588062694
신길4동 02구역,거주자우선,개별,,126.913964905681,37.5068219562153
신길4동 02구역,거주자우선,개별,,126.913608425915,37.5070086545359
신길4동 02구역,거주자우선,개별,,126.91380647793,37.506898426129
신길4동 02구역,거주자우선,개별,,126.913676337829,37.5069636539447
신길4동 02구역,거주자우선,개별,,126.913523556696,37.507046885139
신길4동 02구역,거주자우선,개별,,126.913102000255,37.5072695744539
신길5동 01구역,거주자우선,구간,,126.908331810124,37.5004746420259
신길5동 01구역,거주자우선,구간,,126.908210221623,37.5004880626994
신길5동 01구역,거주자우선,구간,,126.908029249657,37.5005104470875
신길5동 01구역,거주자우선,구간,,126.907528561435,37.5007240450796
신길5동 01구역,거주자우선,구간,,126.907483291858,37.500751039806
신길5동 01구역,거주자우선,구간,,126.907395574311,37.5008095364465
신길5동 01구역,거주자우선,구간,,126.907341800562,37.5008545445652
신길5동 01구역,거주자우선,구간,,126.907276726022,37.5008927862468
신길5동 01구역,거주자우선,구간,,126.907203152874,37.5009445363016
신길5동 01구역,거주자우선,구간,,126.907129582414,37.5009940337981
신길5동 01구역,거주자우선,구간,,126.907053173413,37.5010525390715
신길5동 01구역,거주자우선,구간,,126.906874859169,37.5012100746252
신길5동 01구역,거주자우선,구간,,126.90682957507,37.5012483316574
신길5동 01구역,거주자우선,구간,,126.906781438436,37.5013068590473
신길5동 01구역,거주자우선,구간,,126.90673330733,37.5013608813933
신길5동 01구역,거주자우선,구간,,126.906668192788,37.5014306579003
신길5동 01구역,거주자우선,구간,,126.906603058484,37.5015162019526
신길5동 01구역,거주자우선,구간,,126.906501208492,37.5015701817184
신길5동 01구역,거주자우선,구간,,126.90645027501,37.5016039291032
신길5동 01구역,거주자우선,구간,,126.906407820566,37.5016399356978
신길5동 01구역,거주자우선,구간,,126.906388006979,37.5016579401095
신길5동 01구역,거주자우선,구간,,126.907449461983,37.5006721753072
신길5동 01구역,거주자우선,구간,,126.90742115877,37.5006969307867
신길5동 01구역,거주자우선,구간,,126.907384387657,37.5007104170495
신길5동 01구역,거주자우선,구간,,126.907341948085,37.5007351614261
신길5동 01구역,거주자우선,구간,,126.907288202208,37.5007576444003
신길5동 01구역,거주자우선,구간,,126.90724294367,37.500775628986
신길5동 01구역,거주자우선,구간,,126.907203342432,37.5007913654842
신길5동 01구역,거주자우선,구간,,126.907152429319,37.5008093455931
